Nombre,Neuronas_ocultas,Init_func,Pesado_terminos,Terminos,Prepocesamiento,Learnin_rate,Batch_size,Precision_score,Recall_score,F1_score,Accuracy
hateval_es,1024,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,32,0.222,0.5,0.3074792243767313,0.444
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,32,0.7351403344349627,0.7317227299241688,0.7329136067264994,0.738
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.1,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,512,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,128,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.1,64,0.6836507165848483,0.665483829152894,0.6655152537666348,0.682
hateval_es,512,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.01,16,0.6672284013032244,0.5964741720137403,0.5683507244200886,0.632
hateval_es,512,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.5,16,0.7430354484631365,0.7407317389331778,0.7416336079747736,0.746
hateval_es,512,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",None,0.01,32,0.6162180144216072,0.6047216281029231,0.6024049242886413,0.622
hateval_es,512,xavier_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.1,64,0.222,0.5,0.3074792243767313,0.444
hateval_es,128,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.5,16,0.278,0.5,0.35732647814910024,0.556
hateval_es,256,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 2)",None,0.01,16,0.634295415959253,0.6281677360814051,0.6284921735684565,0.64
hateval_es,1024,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.01,32,0.640173000567215,0.6281353295741785,0.6272469886582567,0.644
hateval_es,256,xavier_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,512,xavier_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.5,64,0.222,0.5,0.3074792243767313,0.444
hateval_es,1024,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",None,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,512,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",None,0.1,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,512,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.5,64,0.222,0.5,0.3074792243767313,0.444
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.1,16,0.7455798897789433,0.6942284010629335,0.69210612512283,0.718
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",None,0.1,16,0.7712472589540833,0.7645667249983796,0.7666077044025157,0.772
hateval_es,256,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,512,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,64,0.6629454598061436,0.6642523818782812,0.6632725073092045,0.666
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.01,16,0.6467508055853921,0.6416812495949187,0.6423814926256597,0.652
hateval_es,128,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,64,0.7224845711680318,0.7213850541188671,0.7218601667214826,0.726
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.01,32,0.6530531324345757,0.5969440663685268,0.5742016857010022,0.63
hateval_es,1024,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.01,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,512,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,64,0.222,0.5,0.3074792243767313,0.444
hateval_es,512,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.01,32,0.7674010607915136,0.7654903104543392,0.7662896139104421,0.77
hateval_es,64,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 2)",None,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,xavier_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.1,16,0.222,0.5,0.3074792243767313,0.444
hateval_es,64,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,32,0.6762483043731025,0.6768423099358352,0.6765010351966874,0.68
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,32,0.7475311120032115,0.7497731544494135,0.7481372229005727,0.75
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",None,0.1,64,0.668251273344652,0.6605742433080563,0.6615150914734826,0.672
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.01,64,0.6467508055853921,0.6416812495949187,0.6423814926256597,0.652
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",None,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.5,16,0.7634833390587428,0.7609858059498347,0.7619774183704608,0.766
hateval_es,512,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.01,64,0.6623206340787884,0.5892637241558105,0.5572728004507768,0.626
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.1,64,0.6817848952612207,0.6528452913345,0.6499727279364711,0.674
hateval_es,1024,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.5,16,0.222,0.5,0.3074792243767313,0.444
hateval_es,512,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.1,64,0.673608001194208,0.6695994555706786,0.6705882352941177,0.678
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.5,16,0.6956169482280086,0.6975662713072786,0.6959556054913236,0.698
hateval_es,512,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",None,0.5,16,0.278,0.5,0.35732647814910024,0.556
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.5,32,0.716584564860427,0.7137209151597641,0.7147235263432447,0.72
hateval_es,256,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,64,0.7556931222150973,0.7519767969408258,0.7533018810221865,0.758
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,64,0.6856823266219239,0.6573497958390044,0.6550379458259592,0.678
hateval_es,512,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.1,32,0.6964749390195925,0.6618380970898956,0.6587531964890456,0.684
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.1,32,0.6919221698113207,0.6898697258409489,0.6906091742521698,0.696
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,64,0.7714810281517748,0.7695411238576706,0.7703541423641737,0.774
hateval_es,256,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.01,32,0.6174326041875711,0.6137792468727721,0.6141215106732348,0.624
hateval_es,512,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",None,0.01,64,0.6236028928336621,0.6096636204549873,0.606838474025974,0.628
hateval_es,512,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,64,0.6693861821282736,0.6673634065720397,0.6680393139207612,0.674
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.5,16,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.5,16,0.6838920149409256,0.6858675221984574,0.684077930126892,0.686
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.5,16,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.01,64,0.6674197621104392,0.663296389915095,0.6642426624737945,0.672
hateval_es,1024,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.01,32,0.6716666666666666,0.6668935122172532,0.6679184637334165,0.676
hateval_es,128,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.1,16,0.6983838383838383,0.6988949381035712,0.6986136226642556,0.702
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.1,16,0.742921256629947,0.7411854300343509,0.7419024431880535,0.746
hateval_es,512,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.1,16,0.6860069089670608,0.6858351156912308,0.6859181928340716,0.69
hateval_es,512,normal_initialization,vectorizar_countvectorizer,"(2, 2)",None,0.5,16,0.6956827462342635,0.6871313759802968,0.6885711810783275,0.698
hateval_es,512,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.01,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(2, 2)",None,0.5,64,0.222,0.5,0.3074792243767313,0.444
hateval_es,1024,xavier_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.5,16,0.222,0.5,0.3074792243767313,0.444
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,32,0.7674010607915136,0.7654903104543392,0.7662896139104421,0.77
hateval_es,1024,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.1,16,0.691892381009833,0.6546276492319658,0.6501809933121558,0.678
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",None,0.1,32,0.7768192803437164,0.7672564650981917,0.7698087768624937,0.776
hateval_es,64,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.01,16,0.7501656067832538,0.7447663490828959,0.7464461566144837,0.752
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.1,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",None,0.01,64,0.5844418169277761,0.55554475338648,0.5297319015267733,0.588
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.1,32,0.7611916264090177,0.7628167736081405,0.7618047929720302,0.764
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 2)",None,0.01,64,0.6731417022232202,0.587448959751118,0.5504267339824498,0.626
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.1,32,0.7427891255951511,0.7420928122366972,0.7424133636758221,0.746
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.01,64,0.6181923211263065,0.571278112645019,0.5419265129213927,0.606
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.01,64,0.7630198636900811,0.7632542614557003,0.7631339204372912,0.766
hateval_es,1024,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.5,16,0.278,0.5,0.35732647814910024,0.556
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.01,64,0.6640067911714771,0.6565234299047249,0.6573872267353543,0.668
hateval_es,256,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.1,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,64,0.7475311120032115,0.7497731544494135,0.7481372229005727,0.75
hateval_es,256,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.1,16,0.6911697692865943,0.6835342536781386,0.6848934198331789,0.694
hateval_es,512,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,64,0.7410573899371069,0.7384794866809254,0.739460357264985,0.744
hateval_es,64,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.01,64,0.6622918945193828,0.5865577808023852,0.5523809523809524,0.624
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,64,0.7389822588182213,0.7403104543392314,0.7394981401378842,0.742
hateval_es,512,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.01,32,0.7356939935064934,0.7258409488625316,0.7279517237968047,0.736
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,16,0.7105983413299038,0.7069641584030073,0.708114419147694,0.714
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",None,0.01,16,0.7451923076923077,0.7330351934668482,0.7354278627532038,0.744
hateval_es,512,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,256,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",None,0.5,16,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,xavier_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.1,64,0.7428282828282828,0.7434538855402164,0.7431136246869829,0.746
hateval_es,256,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.1,64,0.7083005765199162,0.7060729794542744,0.7068929019231083,0.712
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",None,0.5,64,0.222,0.5,0.3074792243767313,0.444
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.1,16,0.7025624889061013,0.7033994426080757,0.702909065921851,0.706
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",None,0.01,16,0.7554016991103083,0.7474560891827079,0.7495894909688013,0.756
hateval_es,512,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.1,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,128,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",None,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,128,xavier_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.01,32,0.7581993161960239,0.5991153023527125,0.5510971786833856,0.642
hateval_es,64,normal_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.1,64,0.7063589710381895,0.7065428738090609,0.7064480210547626,0.71
hateval_es,1024,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.5,32,0.222,0.5,0.3074792243767313,0.444
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 1)",mi_tokenizador_sin_stopwords,0.5,16,0.278,0.5,0.35732647814910024,0.556
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,1024,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.1,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.01,32,0.6727359519912711,0.6641713656102145,0.6651508887970236,0.676
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.1,16,0.6946695886172836,0.695751506902586,0.6950714663629498,0.698
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.5,64,0.7265950041281508,0.7267969408257178,0.7266929851199515,0.73
hateval_es,256,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.01,16,0.68232229314302,0.6763400090738221,0.6775372886020727,0.686
hateval_es,128,normal_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.5,32,0.6591985292752224,0.63891049322704,0.6367251730335359,0.658
hateval_es,64,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.01,64,0.7062841306023385,0.7038207272020223,0.7046975491933152,0.71
hateval_es,256,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.5,64,0.278,0.5,0.35732647814910024,0.556
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.01,64,0.7525703882993029,0.6978255233650917,0.6956972910491219,0.722
hateval_es,512,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.1,64,0.222,0.5,0.3074792243767313,0.444
hateval_es,128,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.01,32,0.7752888412226393,0.7744993194633483,0.7748652233702068,0.778
hateval_es,256,xavier_initialization,vectorizar_countvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.5,16,0.222,0.5,0.3074792243767313,0.444
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.01,64,0.6681738905755442,0.6687406831291723,0.6684135610766045,0.672
hateval_es,128,xavier_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.01,64,0.7600744457031883,0.7343476570095275,0.737040293841694,0.75
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.5,32,0.7471716635285408,0.7488657722470673,0.747771307271047,0.75
hateval_es,128,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_con_stemming,0.01,16,0.6291375291375292,0.5897660250178236,0.5716398528244715,0.62
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",mi_tokenizador_sin_stopwords,0.01,16,0.6351031726612837,0.6073627584418951,0.5987158908507223,0.632
hateval_es,1024,normal_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_sin_stopwords,0.01,16,0.7044489223414132,0.6676874716443062,0.6648373271749894,0.69
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",mi_tokenizador_con_stemming,0.5,16,0.716620373360894,0.7173504439691489,0.7169384057971014,0.72
hateval_es,64,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",mi_tokenizador_con_stemming,0.5,32,0.222,0.5,0.3074792243767313,0.444
hateval_es,64,normal_initialization,vectorizar_tfidfvectorizer,"(2, 2)",None,0.5,32,0.278,0.5,0.35732647814910024,0.556
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(1, 2)",None,0.5,16,0.222,0.5,0.3074792243767313,0.444
hateval_es,256,normal_initialization,vectorizar_tfidfvectorizer,"(1, 1)",None,0.1,32,0.7026338922890647,0.6979551493939984,0.6992327365728901,0.706
hateval_es,1024,xavier_initialization,vectorizar_countvectorizer,"(1, 2)",None,0.5,16,0.278,0.5,0.35732647814910024,0.556
